iter	RMSE
331	0.2611260228
332	0.2601374155
333	0.2592329528
334	0.2582569409
335	0.2568422354
336	0.2554840096
337	0.2542798163
338	0.2530384435
339	0.2530063588
340	0.2529755547
341	0.2517770563
342	0.2508384396
343	0.2494165863
344	0.2493865477
345	0.2481528091
346	0.2464069616
347	0.2463778013
348	0.2453362706
349	0.2453081518
350	0.2442867583
351	0.2434119561
352	0.2423616086
353	0.241571943
354	0.240553913
355	0.2384908224
356	0.2371278181
357	0.2364934854
358	0.2364654692
359	0.2364385693
360	0.2356153811
361	0.2350738989
362	0.2344981162
363	0.2344720386
364	0.2339484179
365	0.2332002375
366	0.2326830119
367	0.2316949146
368	0.2312049355
369	0.2292692039
370	0.2288016039
371	0.2282449572
372	0.2266955661
373	0.2256904163
374	0.2245168802
375	0.2235731348
376	0.2216988882
377	0.2206354015
378	0.2196537244
379	0.2188334795
380	0.2177439696
381	0.2168426868
382	0.2161984222
383	0.2154959371
384	0.2147956139
385	0.2145493416
386	0.2138925697
387	0.2133897449
388	0.2127087637
389	0.2118078143
390	0.2101893381
391	0.2086942939
392	0.2082182791
393	0.2072478823
394	0.2060121818
395	0.2051852016
396	0.204788831
397	0.2042412669
398	0.2031601262
399	0.2025738341
400	0.2017061418
401	0.2014842819
402	0.2008264732
403	0.199392139
404	0.1985627559
405	0.1984172903
406	0.1969597329
407	0.1962142794
408	0.1955918759
409	0.19507793
410	0.1942097327
411	0.1932177332
412	0.1927069932
413	0.1918889765
414	0.191018436
415	0.1908827623
416	0.1899099885
417	0.1892284667
418	0.1888077203
419	0.1881741706
420	0.1873129905
421	0.1863648218
422	0.1862335168
423	0.1858657784
424	0.1853796489
425	0.1847376727
426	0.1836401868
427	0.1824963049
428	0.1823759345
429	0.1816495263
430	0.1812767032
431	0.1805548502
432	0.1800898885
433	0.1797554722
434	0.1791860897
435	0.1791302135
436	0.1782471019
437	0.1776050242
438	0.1771650991
439	0.1763355012
440	0.1760331957
441	0.175669061
442	0.1753824551
443	0.1743571481
444	0.174242498
445	0.173929699
446	0.1735592867
447	0.1730903031
448	0.1723755952
449	0.1715916507
450	0.1708949883
451	0.1703847385
452	0.1698478612
453	0.1693471147
454	0.1682687031
455	0.167784232
456	0.1672252799
457	0.1662400595
458	0.1652625498
459	0.1644983478
460	0.1640522992
461	0.1637617355
462	0.1634825858
463	0.1628442189
464	0.1621525651
465	0.1618622205
466	0.1613414999
467	0.1610624491
468	0.1607915343
469	0.1599524264
470	0.159691175
471	0.1589546957
472	0.1588676505
473	0.1586326959
474	0.1580590854
475	0.1572623095
476	0.1567301179
477	0.1565010553
478	0.1559862964
479	0.1555029652
480	0.1546445658
481	0.1543379632
482	0.1538477016
483	0.1535597684
484	0.1531342067
485	0.1528990049
486	0.1526900034
487	0.1524779388
488	0.1520828894
489	0.1514774261
490	0.1513669931
491	0.1511723015
492	0.1504623586
493	0.1499228376
494	0.1494404048
495	0.1490259784
496	0.1489195984
497	0.1487292436
498	0.1485462994
499	0.1480794323
500	0.1472970809
501	0.1469767973
502	0.1467952318
503	0.14598927
504	0.1452821361
505	0.1447031912
506	0.1441332378
507	0.143939091
508	0.1436398229
509	0.1429362011
510	0.1424456629
511	0.1419316399
512	0.1415730476
513	0.1412346212
514	0.1409015984
515	0.1407110984
516	0.1400926277
517	0.1394698858
518	0.1392588277
519	0.1387214896
520	0.1381183177
521	0.1376285175
522	0.1371191389
523	0.136210601
524	0.1358960392
525	0.1357068739
526	0.1355416922
527	0.1353830235
528	0.135230604
529	0.1344904368
530	0.1340099276
531	0.1338551326
532	0.133461995
533	0.1332658258
534	0.1330711085
535	0.1323830167
536	0.1320298067
537	0.1316430563
538	0.1313885501
539	0.1306625142
540	0.1304997052
541	0.1303434638
542	0.1301935123
543	0.1299971872
544	0.1295050041
545	0.1292076888
546	0.1285478498
547	0.1284159223
548	0.1282891838
549	0.1281294066
550	0.1279436879
551	0.1277988748
552	0.127664297
553	0.1270679281
554	0.1269344523
555	0.1267315873
556	0.1265386769
557	0.1264325934
558	0.1263149402
559	0.1261665307
560	0.1260468537
561	0.125948024
562	0.1258789107
563	0.125770322
564	0.1256528185
565	0.1255413101
566	0.1254353943
567	0.1252349101
568	0.1250474489
569	0.1246685474
570	0.1241005108
571	0.1237781944
572	0.1233471592
573	0.1232444582
574	0.1227374961
575	0.1225977252
576	0.1224640162
577	0.1223726586
578	0.1222730457
579	0.121958717
580	0.1218544586
581	0.1218066457
582	0.1212019614
583	0.1211023663
584	0.1209792073
585	0.1204794447
586	0.1203939503
587	0.1202954149
588	0.1196974156
589	0.1196035266
590	0.1192998524
591	0.1192640951
592	0.118980244
593	0.1185482658
594	0.117893459
595	0.1172892926
596	0.1170523713
597	0.1169553625
598	0.116676461
599	0.1165867223
600	0.1161929814
601	0.1160780477
602	0.1159962757
603	0.1159124871
604	0.1158725663
605	0.1157932865
606	0.1153695916
607	0.1147944661
608	0.1146881667
609	0.1145864166
610	0.1145114604
611	0.1144399756
612	0.1138959807
613	0.1138049798
614	0.1134880746
615	0.1134194638
616	0.1129272257
617	0.1123571441
618	0.1123087633
619	0.1120695315
620	0.1119813995
621	0.1119075322
622	0.1118365911
623	0.1113786411
624	0.1110678309
625	0.1110019039
626	0.1105624263
627	0.1101913255
628	0.1097774992
629	0.1097081053
630	0.1096414581
631	0.1095774494
632	0.1091960164
633	0.1091631669
634	0.1088395562
635	0.1085495879
636	0.1084841564
637	0.1083230762
638	0.1080735059
639	0.1076648878
640	0.1074946882
641	0.1069959626
642	0.1069330204
643	0.1066555242
644	0.1060407561
645	0.1056614526
646	0.1053895359
647	0.1053013154
648	0.1049004195
649	0.1046298611
650	0.1046039226
651	0.1042855081
652	0.1037184981
653	0.1034806529
654	0.103456184
655	0.1031650353
656	0.1029506825
657	0.1028612608
658	0.1025211828
659	0.1021602773
660	0.1021328324
661	0.101858163
662	0.1015510269
663	0.1013122594
664	0.1008153949
665	0.1004898656
666	0.1004031724
667	0.1001117387
668	0.09978484173
669	0.09969096799
670	0.09897905792
671	0.09889695596
672	0.09886242666
673	0.09872023183
674	0.09827188178
675	0.09818695768
676	0.0980959938
677	0.09789790584
678	0.09781074339
679	0.09772732385
680	0.09766750887
681	0.09761029273
682	0.09755513449
683	0.09750238013
684	0.09730518065
685	0.09705526381
686	0.09647232656
687	0.09641080174
688	0.09613315851
689	0.09581513014
690	0.09544994257
691	0.09542914171
692	0.0951407197
693	0.09508094635
694	0.09485360462
695	0.09458374606
696	0.09434356673
697	0.09428612093
698	0.09423130493
699	0.09387880721
700	0.09353109757
701	0.09350084989
702	0.09342280028
703	0.09329885582
704	0.0932156457
705	0.0929609389
706	0.09285031647
707	0.09279876416
708	0.09247908338
709	0.09227835654
710	0.09224910435
711	0.0920212116
712	0.09200099055
713	0.09175744879
714	0.09132455547
715	0.0911182689
716	0.09104593196
717	0.09096530581
718	0.09070601397
719	0.09063658596
720	0.09058725812
721	0.09053986693
722	0.0904943367
723	0.0904750366
724	0.09030335236
725	0.08975323368
726	0.08968043022
727	0.08960200414
728	0.0895268595
729	0.08930238807
730	0.08925784809
731	0.08918901681
732	0.08901027155
733	0.08879664032
734	0.08868717474
735	0.08811106798
736	0.0879227318
737	0.08785011873
738	0.08759095508
739	0.08754715713
740	0.08752787432
741	0.08715772169
742	0.08702447724
743	0.08695441312
744	0.08691195637
745	0.08668543992
746	0.08664457486
747	0.08648465888
748	0.08630077645
749	0.08627637533
750	0.08596335634
751	0.08589540535
752	0.08582922004
753	0.08576401541
754	0.08574678424
755	0.08555627532
756	0.08542780324
757	0.08532062007
758	0.08509266416
759	0.0849191346
760	0.08469267582
761	0.08453077633
762	0.08419223377
763	0.08407575079
764	0.08386048692
765	0.08326410267
766	0.08320064496
767	0.08301606348
768	0.08293828971
769	0.08287633848
770	0.08282192323
771	0.08276444372
772	0.08256441936
773	0.08245327039
774	0.08243023441
775	0.08219498274
776	0.08173836345
777	0.08153454217
778	0.0812781611
779	0.08113874591
780	0.08088411227
781	0.08069557018
782	0.08054068509
783	0.08006849734
784	0.07992155202
785	0.07990079249
786	0.07984002112
787	0.07967314623
788	0.07952217353
789	0.07936959491
790	0.07894978372
791	0.07875702869
792	0.07866462531
793	0.07843332861
794	0.07837381451
795	0.07793449427
796	0.07743999925
797	0.07733618451
798	0.07727808755
799	0.07719906046
800	0.07714335338
801	0.07709318288
802	0.07690759695
803	0.07673501519
804	0.07627906907
805	0.07611605271
806	0.07581087477
807	0.07566736836
808	0.07525411833
809	0.07506839249
810	0.0749223475
811	0.0744625641
812	0.07439080029
813	0.07425575422
814	0.07410604646
815	0.0740691579
816	0.07391415537
817	0.0737612007
818	0.07360565847
819	0.0735480942
820	0.07349834254
821	0.07336814383
822	0.07298047761
823	0.07272405288
824	0.07262253012
825	0.07226651744
826	0.07217777296
827	0.07212117554
828	0.07207238534
829	0.07202559188
830	0.07182206189
831	0.07177692946
832	0.07163183181
833	0.07158848806
834	0.07153723669
835	0.07149565143
836	0.07145577486
837	0.07141753045
838	0.07138084591
839	0.07121514201
840	0.07109705598
841	0.07102314944
842	0.07064323342
843	0.07058825807
844	0.07055250859
845	0.07051821389
846	0.07038405554
847	0.07020419645
848	0.07004772121
849	0.06999080105
850	0.06993676985
851	0.0699167006
852	0.06989760258
853	0.06979949463
854	0.06973156206
855	0.06939405545
856	0.06934067983
857	0.06932228835
858	0.06920371496
859	0.06915242294
860	0.06900621016
861	0.0688596214
862	0.06881350027
863	0.06877744726
864	0.06859861667
865	0.06856411465
866	0.06840432437
867	0.06823890453
868	0.06804164629
869	0.06800852146
870	0.06786052741
871	0.06780056592
872	0.06761864855
873	0.06730360666
874	0.06725282407
875	0.06720419353
876	0.06717202146
877	0.0671412943
878	0.0671106739
879	0.06699180857
880	0.06694639194
881	0.066899411
882	0.066868716
883	0.06683927122
884	0.06672225045
885	0.06669395634
886	0.06632595478
887	0.06614818084
888	0.06612201771
889	0.06609688692
890	0.06605976208
891	0.06604645299
892	0.06591778818
893	0.06583301849
894	0.06569117467
895	0.06554418853
896	0.06524860843
897	0.06515334837
898	0.06471512861
899	0.06458669453
900	0.06445787416
901	0.06435208165
902	0.0642128805
903	0.06395148104
904	0.06389888658
905	0.06352522697
906	0.06338612862
907	0.06325024129
908	0.06297107752
909	0.06292412943
910	0.06287763865
911	0.06285277545
912	0.06280821386
913	0.06278335166
914	0.0627551667
915	0.06272823378
916	0.06270249165
917	0.06267788259
918	0.06244673802
919	0.0624231066
920	0.06219791797
921	0.06181641543
922	0.06149860225
923	0.06129413992
924	0.06100406586
925	0.06081825026
926	0.06068524424
927	0.06053835198
928	0.06051508548
929	0.06039662818
930	0.060203746
931	0.06009540452
932	0.06004943665
933	0.05996283972
934	0.05991586066
935	0.05988845574
936	0.0596322202
937	0.05946547595
938	0.05934699952
939	0.05932152828
940	0.05923654846
941	0.05918654519
942	0.05903811895
943	0.05883646211
944	0.05858074142
945	0.05841806192
946	0.05837167466
947	0.05832738249
948	0.05810441526
949	0.05800212707
950	0.05785113852
951	0.05782478958
952	0.05779952034
953	0.0577132685
954	0.05768902372
955	0.05765263811
956	0.05751203971
957	0.05730612568
958	0.05721901651
959	0.05717537755
960	0.05707800413
961	0.05662113447
962	0.05654233561
963	0.05642821074
964	0.05634924763
965	0.05627334823
966	0.05620039564
967	0.05610588674
968	0.05603564939
969	0.05596814241
970	0.05580476471
971	0.0557040538
972	0.05557504295
973	0.05538949154
974	0.05532300543
975	0.05521550944
976	0.05517838111
977	0.05511435906
978	0.05505285979
979	0.05493691803
980	0.05483143449
981	0.05477485929
982	0.05472049252
983	0.05467738747
984	0.05426670686
985	0.05412306539
986	0.05403898198
987	0.05387723598
988	0.05380033102
989	0.05374755844
990	0.05366823468
991	0.05357088916
992	0.05352001783
993	0.05347772404
994	0.05340496613
995	0.05328051808
996	0.05319227171
997	0.05302847761
998	0.05288276633
999	0.0527174605
